TIC ID,Period (days),Predicted Mass (M_Earth),Stellar Teff (K),Stellar Radius (R_Sun),Stellar Mass (M_Sun),Stellar log(g) (cm/s2),Stellar Distance (pc),TESS mag
138588540.00 ,29.90266301,4.78,5393.86,0.735511,0.94,4.67802,37.7873,8.0621
153976959.00 ,0.6858278,1.99,5142,0.82,0.87,4.54622,92.8659,9.9802
154383539.00 ,0.867588348,2.64,5011.22,0.745239973,0.832,4.6136,131.601,11.0906
198356533.00 ,18.84101,5.14,6093,1.22,1.144,4.32207,103.297,8.69378
229650439.00 ,5.1396634,9.65,5374,0.82,0.9,5.96065,110.513,10.3237
229650439.00 ,9.4280907,6.2,5374,0.82,0.9,5.96065,110.513,10.3237
232982558.00 ,27.6439289,13.04,5873,1.62,1.063,4.043,230.306,9.98671
233617847.00 ,15.5174519,8.02,5780,1.34,,4.438,237.152,9.80972
233617847.00 ,4.627420586,3.26,5780,1.34,,4.438,237.152,9.80972
233951353.00 ,22.0922114,5.94,5885,1.24,1.067,4.27782,141.133,9.48477
235683377.00 ,0.409068058,1.77,3328,0.308798999,0.286682,4.91612,41.1659,12.4934
237232044.00 ,23.5406772,5.34,5236,0.75,0.89,4.63898,85.8034,9.9377
258514800.00 ,0.470280075,3.16,5466,0.924989998,0.956,4.48625,125.463,10.1522
259172391.00 ,9.8130697,7.69,6240,1.06,1.208,4.46607,215.246,10.6074
259172391.00 ,4.7842093,5.29,6240,1.06,1.208,4.46607,215.246,10.6074
294471966.00 ,6.317065662,6.69,5180,0.830309987,0.878,4.54308,133.863,10.7502
294471966.00 ,4.505738679,3.44,5180,0.830309987,0.878,4.54308,133.863,10.7502
298073824.00 ,1.2272251,8.46,6906,4.12,,4.438,309.2709,8.1033
343628284.00 ,8.097081856,7.46,3391,0.381585985,0.370553,4.84373,73.3345,13.1717
356158613.00 ,,12.03,5780,0.604385018,0.591652,4.64751,56.3228,10.745
356158613.00 ,2.369184877,3.24,5780,0.604385018,0.591652,4.64751,56.3228,10.745
377293776.00 ,2.043926781,1.33,3407,0.47360301,0.471371,4.7606,22.4467,10.0306
417931607.00 ,16.5379353,6.67,5781,1.03,1.04,4.43068,91.9362,8.9989
420112589.00 ,11.0619361,2.69,3248,0.28,0.24878,4.95407,30.5212,12.295
198390247.00 ,6.58868,5.21,4920,0.71,0.81,4.64,78.7415,10.1426
198390247.00 ,4.3135116,1.8,4920,0.71,0.81,4.64,78.7415,10.1426
294179385.00 ,2.679411,128.25,6075,1.14,1.136,4.38,289.372,11.1612
387259626.00 ,3.623143,317,6458.8,1.35,1.378,4.32,245.692,10.1543
199376584.00 ,18.711674,74.17,6125,1.27,1.16,4.29,80.6665,8.0417
176860064.00 ,6.3768548,26.45,6393,,,,41.2482,7.1145
191284318.00 ,2.775922521,131.18,6140,1.241819978,1.164,4.32,226.637,10.374
16920150.00 ,9.155934024,6.79,5219,0.82204,0.889,4.55718,101.358,10.1583
17005768.00 ,6.8424955,115.19,5766,1.13,,4.438,150.102,9.9176
44631965.00 ,3.568677658,317,6046,1.28529,1.12,4.26929,359.959,11.3805
188768068.00 ,2.1779465,2.21,5801.89,1.26,1.04,4.25132,27.0498,5.8961
190998418.00 ,2.879102286,99.4,5583,1.114599943,0.99,4.33946,367.658,12.0401
229944666.00 ,11.3126774,6.85,5290,0.85,0.909,4.53286,151.654,10.8597
236887394.00 ,1.4200248,105.07,4910,0.77,0.804,4.57248,185.615,11.8478
237086564.00 ,1.8718991,6.39,4201,0.75,0.66,4.5079,86.5783,11.0278
240968774.00 ,5.971135667,4,3834,0.490736991,0.488826,4.74552,37.4418,10.5977
243185500.00 ,15.53243849,4.72,3382,0.369305998,0.356472,4.85532,24.7399,10.8858
243185500.00 ,1.880531017,2.72,3382,0.369305998,0.356472,4.85532,24.7399,10.8858
283722336.00 ,3.092967388,2.4,4884.29,0.750598013,0.8,4.59034,6.53127,4.6278
283722336.00 ,6.7650278,2.18,4884.29,0.75,0.8,4.59034,6.53127,4.6278
284441182.00 ,2.527282242,5.49,3624,0.490119994,0.488207,4.74607,51.9503,11.4752
306263608.00 ,20.7729752,14.54,5625.56,0.97,1,4.46798,67.5478,8.5725
306263608.00 ,683.3281731,11.68,5625.56,0.966153979,1,4.46798,67.5478,8.5725
306955329.00 ,6.363410552,23.55,5103,0.859483004,0.857,4.50257,121.84,10.5508
352413427.00 ,5.254492,5.34,5958,0.99,1.09,4.48217,67.6203,8.297
427654774.00 ,5.222621,13.41,3453,0.275946,0.249431,4.95337,83.8106,14.1431
431514478.00 ,8.495351326,24.43,10012,1.88016,2.565,4.29876,294.237,8.77994
432549364.00 ,1.217508865,100.05,6596.04,1.46216,1.376,4.2467,268.43,10.2242
240681314.00 ,2.732480923,317,6695,1.612709999,1.419,4.17494,370.284,10.6496
409794137.00 ,10.1802014,102.44,5623,1.04,0.996,4.4,152.892,10.2042
421308357.00 ,16.6824015,317,6423,2.63,1.38,3.74,531.96,10.364
335483600.00 ,3.354097025,56.74,8181,,,,893.093,8.7514
197650870.00 ,4.3725833,317,8332,4.02,2.06,3.54,1026.12,10.3209
252616865.00 ,5.7121916,317,6720,1.79,1.43,4.09,318.277,10.0687
452803785.00 ,5.0037857,37.21,6109,1.09,1.15,4.42,209.69,10.4935
67309890.00 ,1.16237,54.29,5843.7,2.35,1.186,3.82,368.134,10.2108
377191482.00 ,2.9551881,26.87,5054,6.17,,,386.266,8.8052
233541860.00 ,0.26665,2.46,4154,0.63,0.63,4.53,44.3531,9.9592
459978312.00 ,23.28798,317,5047,8.95,,,110.923,5.28906
198457103.00 ,0.472105419,2.54,7269,1.937520027,1.638,4.08,160.832,8.07023
219751469.00 ,6.98301,122.07,5118,8.4,,,411.532,8.2285
283474780.00 ,3.9943,97.91,4939,5.11,,,247.112,8.39511
53875855.00 ,4.4902667,26.44,5899,1.23,1.071,4.29,204.881,10.3996
354594208.00 ,0.86673,11.93,5904,1.25,1.119,4.31,163.083,9.76119
15692883.00 ,5.14124,317,6064,2.9,1.13,3.57,371.414,9.7116
411608801.00 ,5.026722033,110.46,6434,1.478279948,1.3,4.21,278.514,10.3002
431148743.00 ,2.6277641,6.42,3294,,,,1610.79,8.706101
384045439.00 ,10.82661,91.91,5113,0.68,0.86,4.71,78.3164,10.0478
371673488.00 ,0.8158,13.17,8911,1.85,2.245,4.26,405.174,9.95717
316402246.00 ,1.4014167,96.32,8014,1.6,1.94,4.32,265.402,9.6788
414870287.00 ,4.95898,317,3295,,,,2509.86,7.8165
377420580.00 ,1.4166,6.9,4980,,,,89.156,10.1871
329145325.00 ,1.077774,74.31,7274,1.58,1.64,4.25,351.079,10.4089
410528770.00 ,2.7536237,86.63,5647,2.41,1.002,3.68,387.982,10.4824
428065977.00 ,1.6534102,30.75,6928,1.46,1.51,4.29,289.116,10.2347
326114850.00 ,1.24564,13.17,6194,1.5,1.187,4.16,231.273,9.98645
331034236.00 ,3.427254894,78.38,6338,2.070709944,1.254,3.9,236.734,9.27116
64836837.00 ,10.9115675,131.02,9195,3.37,2.33,3.75,705.851,9.8115
430677414.00 ,0.46741,48.74,7960.5,1.77,2.014,4.23,195.542,8.41718
415741431.00 ,2.1575124,100.47,8326,3.87,2.05,3.58,852.233,10.471
272828463.00 ,0.78877,317,7856,2.91,1.872,3.78,431.14,9.42218
377739433.00 ,1.23852,40.31,6524,3.4,1.34,3.5,500.543,10.1975
376682699.00 ,1.10264,317,9218,2,2.34,4.21,544.233,10.381
434718964.00 ,1.59722602,46.97,,,,,,10.262
269509393.00 ,1.76589,15.64,6221,1.55,1.2,4.13,275.906,10.2866
270238522.00 ,1.36991,95.12,7339.8,3.64,1.736,3.56,242.006,7.5586
470709084.00 ,3.66328,46.25,6370,2.32,1.27,3.81,337.288,10.4433
376637093.00 ,2.0560142,317,6485,1.24,1.324,4.37,247.054,10.377
455962313.00 ,4.51083,19.54,,,,,184.762,9.599
427761355.00 ,1.902611851,317,9918,1.822409987,2.537,4.32,225.888,8.75127
272049972.00 ,1.0960111,61.11,6083,1.58,,,294.851,10.1914
269238073.00 ,6.1461734,39.09,6153,1.5,1.169,4.15,196.55,9.68805
366074069.00 ,4.18129,317,6146,2.31,1.166,3.78,317.752,9.78876
367102581.00 ,2.9798592,21.54,9024,1.89,2.279,4.24,303.976,9.39575
387413037.00 ,6.72694,23.59,6745,1.53,1.44,4.23,305.758,10.3197
314338017.00 ,10.9554897,317,8522,6.79,,,792.79,9.1325
276380902.00 ,0.61724,38.04,9603,3.14,2.45,3.83,799.447,10.3202
313761775.00 ,1.53127,26.26,6298,2.38,1.235,3.77,320.06,9.693811
202375913.00 ,5.0625891,317,7664,2.76,1.79,3.81,482.203,9.6968
285543785.00 ,9.9385027,317,,,,,392.878,9.716
312259170.00 ,0.8229,317,8078,,2.77,3.8,969.594,10.4049
312469860.00 ,0.50261,32.65,6941,1.67,,,257.461,9.9475
312678993.00 ,0.517520353,57,5095.6,,,,,8.3593
327579226.00 ,8.9054092,99.25,6659,1.41,1.404,4.29,259.563,10.1786
345143460.00 ,3.6458044,8.96,5053,0.88,0.843,4.48,100.051,10.1128
345143460.00 ,8.062970125,40.29,5053,0.879455984,0.843,4.48,100.051,10.1128
354600221.00 ,1.41853,14.75,6329,1.68,1.25,4.08,241.204,9.867621
420288086.00 ,6.5344463,317,7715.3,2.67,2.37,3.96,694.491,10.4397
445137888.00 ,2.013653034,60.48,10310,2.677129984,2.65,4.01,795.905,10.3654
173612049.00 ,6.4902646,10.58,5999,0.96,1.106,4.52,165.589,10.473
177244357.00 ,6.54692,27.2,6034,1.12,1.12,4.39,160.251,9.8931
252636888.00 ,2.590266,66.56,5855,3.22,1.06,3.45,530.347,10.4116
318746829.00 ,5.23121,30.34,3593,,,,2537.64,10.4234
319068154.00 ,3.79738,317,9500,2.36,,,581.487,9.7436
367607434.00 ,8.2916,36.52,5119,3.1,,,161.65,8.40348
431585347.00 ,5.13664,39.68,9238,2.32,2.34,4.08,605.832,10.06
455791689.00 ,1.2918411,12.43,4630.4,,,,454.3057,10.4143
127425841.00 ,1.5166573,46.6,6905.3,2,1.572,4.03,355.69,9.83204
194203348.00 ,1.13345,9.46,6223,1.4,1.201,4.23,210.101,9.87731
409520860.00 ,0.71933,11.29,5758,1.44,1.148,4.21,241.296,10.3973
440100539.00 ,12.6017,11.16,5861.6,1.21,1.06,4.3,96.5232,8.7282
191146556.00 ,2.5798051,317,6116.5,1.49,1.22,4.18,282.833,10.3959
241065596.00 ,1.62315,317,6628,4.06,1.54,3.43,816.238,10.2936
288348498.00 ,1.67546,34.26,6745.5,1.78,1.44,4.09,313.229,9.967
326919774.00 ,7.57193,74.72,9146,4.72,2.32,3.45,519.941,8.19
327341626.00 ,5.9382147,317,6775.5,2.09,1.47,3.97,441.44,10.3478
299158887.00 ,9.434158908,33.46,5450.4,0.938167989,0.964,4.48,194.033,11.0579
441732151.00 ,2.09989,73.4,6025.3,1.04,1.134,4.46,169.788,10.1688
405794804.00 ,1.44127,62.48,8009,1.65,1.934,4.29,315.386,9.79455
320506985.00 ,1.08697,21.99,5751,1.69,1.028,4,285.876,10.4925
117322779.00 ,0.68601,10.87,,,,,,10.485
241040309.00 ,3.46479,62.35,8455.3,2.54,2.1,3.95,685.251,10.3978
241076290.00 ,0.258000647,32.62,9035,2.086869955,2.283,4.16,560.222,10.1942
245462406.00 ,2.27456,116.18,6777,3.35,1.45,3.55,551.666,10.2948
249862365.00 ,0.98999,14.81,6208,1.84,1.194,3.99,184.69,9.10226
249945230.00 ,,21.41,4582,0.74,0.72,4.55,51.0409,9.4397
250724252.00 ,0.559670119,317,8368,2.297859907,,,574.869,10.2845
251384275.00 ,1099.256038,317,8494,2.18,,,328.658,9.2085
256414077.00 ,3.01106,49.42,6516,1.63,1.441,,377.17,10.5907
259151170.00 ,,317,4503.5,0.86,0.71,4.42,86.1112,10.374
284050395.00 ,1.35932,77.22,5421,0.94,0.944,4.46,104.358,9.74734
285666479.00 ,1.71614,107.25,5511.5,4.92,1.35,3.28,755.795,10.424
285674856.00 ,1.74626,27.13,8348,1.8,2.06,4.24,294.123,9.4883
285677945.00 ,1.2427,27.73,5624.8,2.14,1.24,3.92,317.968,10.2353
292321872.00 ,8.66698,317,6322.2,2.52,1.32,3.77,505.331,10.4562
302773669.00 ,21.2169065,112.36,5925,1.55,1.1,4.1,78.0863,7.6353
307111282.00 ,,89,5791,1.21,1.039,4.29,186.665,10.2978
316254876.00 ,2.4611008,102.54,5429.5,1.63,0.978,4.01,248.563,10.3775
327011842.00 ,0.783879044,68.11,4975,5.387469769,,,493.702,9.7828
332154944.00 ,0.99837,24.41,6082,1.13,1.139,4.39,143.575,9.60027
348135793.00 ,1.97741,317,6742,2.11,1.439,3.95,341.514,10.1042
354400186.00 ,9.07768,317,8393.7,,2.24,4.01,524.755,9.7745
354469661.00 ,4.7947729,317,6333,2.18,1.252,3.86,233.22,9.17925
370759867.00 ,,317,5865,0.97,1.061,4.49,124.547,9.76978
374400599.00 ,1.89253,317,6904.3,2.05,1.72,4.05,386.181,10.0188
403256331.00 ,3.77188,72.41,10097,4.62,2.59,3.52,867.296,9.5425
418987806.00 ,0.88654,317,6919,4.27,1.509,3.36,479.659,9.27904
444415148.00 ,1.83641,79.67,9542,5.03,,,670.885,8.9676
445144327.00 ,1.80794,317,4628,8.61,,,800.464,10.4396
458914949.00 ,12.5343031,57.12,7275,2.51,1.87,3.91,563.997,10.2543
50120414.00 ,3.581083,317,9503,5.96,,,742.441,8.951
52041724.00 ,,317,7455,1.78,1.71,4.17,278.829,9.87542
71854745.00 ,3.10315,100.57,9050.3,,2.34,3.96,749.127,10.2146
82010657.00 ,,77.42,7519,1.7,1.736,4.22,282.1,9.64805
186599508.00 ,5.631807366,20.83,5669.9,1.38826,1.02,4.16,170.592,9.76636
192372961.00 ,2.06313,96.85,6716.5,4.77,1.43,3.24,550.183,9.1222
201154493.00 ,1.51233,86.17,9447,4.35,2.4,3.54,831.907,9.7479
385105624.00 ,1.74903,62.12,6222.3,1.53,1.2,4.15,295.452,10.4511
431899140.00 ,1.97656,123.06,7962.9,3.62,1.92,3.6,710.919,10.0888
68152139.00 ,0.73772,19.71,6001,1.49,1.11,4.14,226.234,10.1342
67418624.00 ,1.1020719,17.3,6011,1.73,1.192,4.04,143.239,8.6344
129979528.00 ,1.219838213,317,7398.5,1.602419972,1.653,4.25,121.944,7.87611
187029841.00 ,0.36113,33.37,6056.9,1.95,1.227,3.99,252.419,9.66027
139375960.00 ,5.33155,317,5917,2.22,1.08,3.78,336.608,10.1035
129991079.00 ,6.15952,14.5,6175.9,1.09,1.179,4.44,208.771,10.4375
73448352.00 ,4.7321727,317,6739,1.56,1.438,4.21,282.096,10.1868
118301361.00 ,3.46608,317,7249.8,3.02,1.631,3.69,380.062,9.08054
101037590.00 ,8.7094632,317,5597,1.59,0.989,4.03,159.748,9.62924
125735470.00 ,4.7126743,49.44,5626.5,1.62,,,143.312,9.08995
26433869.00 ,1.0357235,317,4963,7.83,,,329.591,8.4107
138017750.00 ,2.472728899,125.99,6057.7,2.128020048,1.148,3.84,100.635,7.42812
229951289.00 ,13.3118,7.74,6011,0.98,1.111,4.5,165.808,10.2572
219776325.00 ,2.5288078,6.52,5740.2,1.19,1.026,4.3,191.957,10.3727
264678534.00 ,16.2017359,6.47,5071,0.78,0.85,4.58,28.2938,7.5825
268403451.00 ,2.8641324,317,6082,1.53,1.139,4.13,234.149,10.0521
272625214.00 ,5.2469991,25.69,6651,1.44,1.4,4.27,304.76,10.4641
317397615.00 ,0.74374,70.44,5182,4.04,,,423.272,10.2351
317507345.00 ,3.94018,317,7170,1.52,1.69,4.31,260.494,9.68708
322054600.00 ,1.3432989,23.25,6713,1.45,1.427,4.27,304.408,10.4505
322202434.00 ,1.401454062,3.35,5521,0.942619,0.97,4.48,133.496,10.2505
376838000.00 ,2.1679,24.64,10596,2,2.74,4.27,451.796,9.9272
377144784.00 ,2.386701,91.18,5017,4.73,,,396.201,10.0552
378291076.00 ,1.59818,7.36,6594,1.49,1.375,4.23,207.505,9.53523
387260717.00 ,6.453624,2.4,7257,1.02,1.634,4.64,161.088,9.97595
388076005.00 ,1.7126115,4.75,5932.2,1,1.107,4.48,113.845,9.39435
407394748.00 ,0.7522768,36.73,7325.2,1.77,,,280.381,9.5287
461387302.00 ,5.80783,9.59,6406,1.27,1.287,4.34,234.455,10.2763
470852531.00 ,1.49446,16.51,6587,1.43,1.372,4.27,269.476,10.2918
157586003.00 ,3.332618869,317,5768.2,1.694829941,1.05,4,610.176,12.0545
424435940.00 ,5.017214602,120.6,5930,1.100129962,1.12,4.4,290.404,11.2311
284475976.00 ,2.1436364,317,6148,1.770609975,1.17,4.01,454.144,11.1541
310003988.00 ,4.5421594,317,5939.3,1.73,1.08,4,435.156,11.191
317597583.00 ,12.0557544,6.43,5504,0.83,0.95,4.58,66.0929,8.9943
29054413.00 ,15.25218918,8.44,5473,0.949021995,0.958,4.46488,140.065,10.4289
51024887.00 ,8.249187145,49.75,2990,0.165066,0.135848,5.13581,41.5305,14.9885
165551882.00 ,12.15828038,4.34,3429,0.3232,0.303245,4.90092,48.049,12.5441
201186294.00 ,0.989330011,4.01,3455,0.465258,0.462696,4.76798,35.2736,11.0136
230086768.00 ,34.92727236,127.97,3496,0.389199,0.379236,4.9,89.6716,13.4447
269892793.00 ,1.772909159,317,4769,0.687840998,0.768,4.64845,152.983,11.9056
286355915.00 ,4.076790109,317,6531.44,1.643020034,1.35,4.13711,374.442,10.6479
312862941.00 ,0.915058668,29.46,3810,0.701237023,0.664367,4.56875,126.283,12.1312
348673213.00 ,0.901465043,11.7,3896,0.611023,0.59699,4.64192,153.986,12.974
396562848.00 ,1.9495373,7.43,3414,0.26,0.231967,4.97292,18.2276,11.0548
422923265.00 ,1.8646725,109.97,9898,3.4,2.53,3.77846,769.138,9.616
229940491.00 ,37.4590076,317,5730,1.5,1.023,4.09817,338.948,11.1169
298647682.00 ,20.07952172,10.13,4763,0.777584016,0.77,4.54306,40.6988,8.6628
22843856.00 ,1.8497201,87.41,6019,1.24,,4.438,163.49,9.8203
184679932.00 ,2.172141624,317,6198,1.30937,1.189,4.27912,146.653,9.25319
387527558.00 ,3.623909012,38.63,3514,0.414101,0.407305,4.81377,82.1294,13.0367
154927364.00 ,6.9743673,317,5821.7,1.86,1.166,3.97,306.502,10.249
376353509.00 ,7.3315597,7.49,4871.6,0.84,0.78,4.48,69.835,9.5831
116608612.00 ,3.4557842,317,8170,1.78,1.996,4.24,267.683,9.17041
122485078.00 ,9.1505,86.56,7719,3.02,1.817,3.74,463.156,10.0106
138168780.00 ,3.7649921,317,6724,1.42,1.432,4.29,235.479,9.88278
154867950.00 ,0.6664948,10.49,5329,1.99,0.919,3.8,130.942,8.68013
156724719.00 ,10.9568574,40.91,7106.5,,,,408.36,9.353
258829450.00 ,1.8347927,8.69,5286.9,,,,304.865,10.1556
266500992.00 ,3.2786557,12.79,5411,1.15,0.941,4.29,165.314,10.3309
267694283.00 ,1112.756292,317,6324,1.26,1.248,4.34,106.477,8.54941
27677846.00 ,5.6309047,39.7,5304,0.79,0.91,4.6,78.7137,9.5668
286561122.00 ,0.680343278,51.24,7325.5,2.978770018,1.66,3.71,506.864,10.2674
288631580.00 ,5.87755478,4.23,5977,1.005679965,1.098,4.47,122.494,9.56906
288631580.00 ,3.3986195,1.89,5977,1.01,1.098,4.47,122.494,9.56906
311121985.00 ,1.3567,13.52,6375,1.86,1.272,4,187.823,9.00007
312122956.00 ,2.0492064,12.48,,,,,4488.38,10.1283
339538183.00 ,2.6093167,90.02,7235,1.78,,,294.292,9.7053
353367071.00 ,2.37532,121.39,7895.7,2.11,1.888,4.06,402.261,9.84095
353782445.00 ,11.8351133,9.94,6225,1.34,1.17,5.06078,143.031,9.17708
354006740.00 ,1.76406,105.97,6481.7,2.03,,,66.5241,6.4018
368536386.00 ,1.69433,23.66,7185,2,1.607,4.04,428.948,10.3693
409183335.00 ,3.32125,317,7174,1.76,,,225.941,9.7229
417705690.00 ,2.36332,13.79,5420,1.04,0.944,4.38,130.543,10.0233
428679607.00 ,2.680061,6.1,5550,1.07,0.977,4.37,111.276,9.52906
441739020.00 ,40.7501378,86.22,6453,1.31,1.258,5.20004,168.067,9.4682
441739020.00 ,10.983694,5.2,6453,1.31,1.258,5.20004,168.067,9.4682
441739020.00 ,123.0601382,8.79,6453,1.312250018,1.258,5.20004,168.067,9.4682
459903429.00 ,8.13664,94.69,4913,3.96,,,221.791,8.71289
468828873.00 ,3.8954139,23.35,6064,1.89,1.13,3.94,281.902,10.045
470315428.00 ,1.08625,20.36,5562.6,1.4,,,222.358,10.2851
73104318.00 ,7.45494,317,5029.7,2.45,,,201.645,9.46925
81831095.00 ,3.133084,76.46,7478,2.06,1.72,4.05,399.401,9.9944
8400842.00 ,3.1915241,317,6673,1.69,1.41,4.13,213.053,9.441
87090944.00 ,0.64358071,21,5919.7,1.493049979,1.078,4.12,197.14,10.1089
96291218.00 ,13.7058173,317,8001,2.05,,,391.546,10.3614
9837861.00 ,0.65725,18.25,5235.5,2.68,,,299.399,9.9021
259168516.00 ,4.802656081,2.69,3231,0.213459,0.182476,5.04064,37.2209,13.3081
321041369.00 ,1.5379289,52.82,5672.5,0.93,1.008,4.51,153.896,10.4445
367366318.00 ,2.7347653,317,6767.9,1.77,1.45,4.1,136.681,8.14847
58542531.00 ,3.0575356,7.38,4402,0.7,0.69,4.59,51.1884,9.794
85031598.00 ,1.1549928,64.27,4815,2.99,,,87.5878,7.3543
28900646.00 ,0.669101416,2.3,3457,0.462408006,0.459708,4.7705,37.6153,11.1117
102672709.00 ,6.705325984,13.38,6141,1.458580017,1.164,4.17616,209.153,9.86671
103448870.00 ,10.25963217,14.6,5734,0.978325009,1.024,4.4674,124.854,9.83739
121966220.00 ,6.717191254,317,5843,2.352900028,1.054,3.7177,472.704,10.8001
198384408.00 ,9.12381012,4.85,5470.16,1.1485,0.96,4.30008,26.9148,6.3196
267574918.00 ,1.407930205,1.06,5780,,,4.438,24.7359,16.338
268334473.00 ,16.7369141,8.98,5759,1,1.031,4.44767,111.445,9.52636
288636342.00 ,17.72866079,20.16,6554,1.45796001,1.357,4.24316,341.119,10.741
288636342.00 ,32.20796979,41.7,6554,1.45796001,1.357,4.24316,341.119,10.741
353475866.00 ,1.7666834,2.59,3474,0.461259991,0.4585,4.77152,30.7947,10.6714
396740648.00 ,3.770129609,25.89,5058,0.81833,0.845,4.53907,124.68,10.7424
422756130.00 ,3.134294562,4.15,3575,0.516104996,0.513745,4.72334,45.1309,11.0294
470381900.00 ,2.500529098,10.21,3181,0.280474991,0.254505,4.94798,64.9172,13.9664
1884091865.00 ,10.716524,7.6,4067,0.65,0.64,4.50609,83.7441,11.1744
190223929.00 ,17.04198,317,7697.2,,,,756.791,11.1018
22705558.00 ,4.547005531,10.59,5654.4,1.039090037,1.004,4.41,205.283,10.8756
23650642.00 ,1.12355,12.14,5524,1.01,0.97,4.41,189.762,10.8219
274215536.00 ,1.33418,21.7,4685.1,0.88,0.747,4.42,123.643,10.9263
371210825.00 ,0.40312,8.99,4252.9,0.89,0.665,4.37,103.107,10.9894
453387619.00 ,1.201610498,317,5747.6,1.075320005,1.028,4.39,198.501,10.6414
95129101.00 ,3.929983,34.66,6621.9,1.34,1.39,4.33,343.469,10.8508
137500798.00 ,13.2051436,26.3,6653,1.67,1.4,4.14,335.518,10.3042
230377505.00 ,4.515617,4.79,5617,0.97,0.994,4.47,161.185,10.486
230377505.00 ,7.4058749,3.13,5617,0.97,0.994,4.47,161.185,10.486
240148934.00 ,2.02365,34.77,6582,1.48,1.37,4.24,291.007,10.3135
241173474.00 ,11.44192,63.14,6259,1.24,1.217,4.34,235.782,10.388
29119552.00 ,7.6288424,317,6157,1.6,1.171,4.1,268.655,10.2061
445805961.00 ,24.2833357,33.02,5675,0.98,1.01,4.46,81.2271,8.9134
461662295.00 ,10.2558,46.6,5326,0.97,0.918,4.43,112.978,9.92871
67926921.00 ,3.566276,317,6831.4,3.17,1.48,3.61,574.264,9.9841
15863518.00 ,0.557256453,19.61,5097.6,0.94599998,0.856,4.42,138.371,10.618
239154970.00 ,3.4744763,317,6642.3,1.67,1.4,4.14,396.11,10.7131
142090065.00 ,2.826935637,26.79,7072,1.505810022,1.566,4.28,182.907,9.01249
14336130.00 ,8.0823313,8.08,5878.6,1.24,1.065,4.28,104.158,8.82897
149833117.00 ,4.0524036,106.97,6578,1.36,1.368,4.31,188.086,9.52339
257241363.00 ,5.587052962,17.79,5378,0.93928498,0.93,4.46,52.3044,8.2558
293617835.00 ,2.7552506,113.63,6096.4,4.17,1.14,3.26,227.754,7.7649
356473034.00 ,2.6158597,115.1,5267,1.08,0.902,4.32,154.273,10.4467
51234631.00 ,4.1250622,317,6304,1.62,1.238,4.11,272.655,10.1653
85242435.00 ,9.605241,14.39,6137,1.09,1.162,4.43,136.419,9.52682
71431780.00 ,13.7265216,9.25,5777,1.09,1.035,4.38035,100.727,9.09942
81212286.00 ,0.685080805,4.59,3541,0.380019,0.368761,4.8452,58.3171,12.507
86396382.00 ,1.0914167,317,6154,1.75,1.17,4.02046,427.246,11.0967
130181866.00 ,7.107911206,5.67,5694.11,0.902931988,1.01,4.53108,22.4035,6.2683
130181866.00 ,20.54381533,7.16,5694.11,0.902931988,1.01,4.53108,22.4035,6.2683
241225337.00 ,1.830878161,5.8,5566,0.988690019,0.982,4.44006,115.362,9.75149
285048486.00 ,3.4913952,21.88,3907,0.63,0.614339,4.62346,60.798,10.7921
298666530.00 ,0.573208669,0.3,5780,,,4.438,151.383,18.3324
318022259.00 ,6.2262315,8.1,3691,0.53,0.529004,4.70931,35.6917,10.3595
318022259.00 ,2.1555232,2.81,3691,0.53,0.529004,4.70931,35.6917,10.3595
318022259.00 ,12.5739572,6.57,3691,0.53,0.529004,4.70931,35.6917,10.3595
371234684.00 ,3.9228042,317,6193,1.3,1.19,4.2858,455.203,11.7946
470987100.00 ,4.119223119,7.12,3876,0.632570982,0.613891,4.62394,74.7599,11.3266
53427308.00 ,5.80322,33.6,5846,1.5,1.055,4.11,251.27,10.379
224596152.00 ,28.87450778,6.65,5773,0.988897979,1.034,4.46229,156.571,10.2713
365673804.00 ,10.3857972,5.85,6439,1.26,1.3,4.35142,99.4495,8.3412
408618999.00 ,7.0731059,7.69,5656,1.41,1,4.1408,88.9482,8.3302
233009109.00 ,14.4479443,8.23,6669,1.95,1.408,4.01,177.63,8.57502
104208182.00 ,3.698581651,12.59,3948,0.669200003,0.641329,4.59404,142.042,12.4851
159418353.00 ,8.303297837,4.14,4814,0.780707002,0.78,4.54519,70.9819,9.812
174041208.00 ,19.42841903,6.64,5366,0.835173,0.929,4.56253,114.046,10.4274
198206613.00 ,10.9406641,2.45,4324,0.61,0.68,4.697,61.9251,10.5783
219857012.00 ,21.2691725,4.22,5707,1.16,1.02,4.31886,72.8871,8.2865
219860288.00 ,4.2660553,10.96,3281,0.32,0.299659,4.90415,41.2758,12.4251
229455001.00 ,22.341674,7.44,6179,1.14,1.181,4.3969,114.39,9.01932
232635922.00 ,5.984871017,5.33,3759,0.424468011,0.418805,4.80439,84.0287,12.7963
232650365.00 ,2.525332269,2.78,3340,0.410465002,0.403244,4.81708,62.55347,11.9589
232650365.00 ,3.877681541,2.39,3340,0.410465002,0.403244,4.81708,62.55347,11.9589
233071822.00 ,2.7546587,11.4,4435,0.7,0.69,4.58929,70.1306,10.4302
233071926.00 ,1.831862255,2.78,4837,0.768226027,0.795,4.51662,101.084,10.5657
233602827.00 ,4.4891134,4.98,3959,0.56,0.555356,4.68416,99.5561,12.2574
233602827.00 ,9.044703855,5.55,3959,0.561356008,0.555356,4.68416,99.5561,12.2574
