TIC ID,Period (days),Predicted Mass (M_Earth),Stellar Teff (K),Stellar Radius (R_Sun),Stellar Mass (M_Sun),Stellar log(g) (cm/s2),Stellar Distance (pc),TESS mag
160390955.00 ,4.417804239,34.33,4864,0.785799026,0.792,4.55,197.906,12.0729
436314778.00 ,4.5956692,317,6157,1.3,,,284.927,11.0161
136122328.00 ,2.1083693,113.72,10984,1.35,2.86,4.64,991.273,13.1749
2010186093.00 ,3.007925,317,7457,1.68,1.71,4.14,654.254,11.5752
1976308113.00 ,2.7568649,317,,,,,425.989,13.0852
407905370.00 ,9.8170028,108.29,5994.3,1.49,1.1,4.13,412.387,11.438
407694390.00 ,3.6691817,82.6,4675.9,,,,302.734,13.2036
407658979.00 ,8.084554,129.6,5739,1.15,1.03,4.33,399.524,12.1357
405897415.00 ,4.6387689,113.81,5543.7,1.2,0.98,4.27,582.817,12.9084
396133015.00 ,5.2667367,57.28,5938,1.6,1.084,4.06,420.999,11.3209
358186451.00 ,1.3176767,16.34,7176,1.73,1.604,4.16,460.849,10.9683
316606244.00 ,3.310636,7.52,3245,,,,4982.73,10.9511
305478010.00 ,3.121339,61.78,3858,0.56,0.5503,4.69,153.214,13.2966
295413003.00 ,3.0373017,56.22,4903,,,,,12.9875
290308758.00 ,4.4168832,317,5847,1.42,1.055,4.16,624.477,12.7937
289895191.00 ,5.246250123,55.92,3882,,,,,12.066
289100911.00 ,2.7567478,108.58,,,,,359.363,12.4109
287591638.00 ,3.5410781,19.44,4652,0.82,0.74,4.48,130.802,11.2287
286080865.00 ,11.3201226,109.44,4971,0.74,0.821,4.61,232.183,12.3944
267373896.00 ,4.1584817,317,7486,1.87,,,497.23,11.5199
265242905.00 ,3.7037478,128.99,6688,2.2,1.42,3.91,1023.15,12.3142
260761464.00 ,3.0827487,317,7658.5,1.61,1.79,4.28,574.124,11.528
236638487.00 ,4.4064273,317,6592,1.86,1.37,4.04,911.211,12.3705
190479710.00 ,8.4843917,115.23,5859.7,1.65,1.06,4.03,597.467,12.8224
162387333.00 ,5.5280331,54.82,,2.11,,,465.275,12.231
162289289.00 ,3.821297675,93.81,5342,0.992137015,0.923,4.41,226.63,11.488
162179096.00 ,9.3236885,119,5505,1.15,0.97,4.3,631.413,13.2319
440113053.00 ,1.805375984,98.34,5090,0.820537984,0.85,4.54,329.036,12.8416
352690548.00 ,4.9056578,64.69,5989.7,1.01,1.1,4.47,527.73,12.8277
267650535.00 ,4.008824504,91.87,5007,0.79569602,0.831,4.56,202.078,11.9475
352469839.00 ,3.7026941,317,6282,1.5,1.23,4.17,792.835,12.9723
194461202.00 ,3.2523102,68.06,5396.4,0.9,0.94,4.5,481.258,13.2597
343726435.00 ,5.016641,317,6616,1.83,1.38,4.05,607.523,12.9025
191202679.00 ,4.0517972,88.31,6284,1.45,1.23,4.2,694.069,12.4226
331146317.00 ,2.387413885,317,6566,1.273790002,1.36,4.36,432.426,11.7506
13961554.00 ,1.2678043,57.58,5303,0.9,0.91,4.49,470.579,13.2666
330135981.00 ,1.06666975,317,4893.1,,,,,11.7344
329373799.00 ,3.6554335,317,6321,1.56,1.25,4.15,526.417,11.789
315907220.00 ,9.312167,119.19,3979,,,,,12.6864
277505161.00 ,3.5884855,60.16,,,,,,13.1142
267867517.00 ,2.6816329,116.03,7047,2.34,1.56,3.89,1162.86,13.1802
267861788.00 ,6.3854622,66.46,5519,1.17,0.97,4.29,474.723,12.796
267484653.00 ,1.7384679,76.23,5540,1.72,0.97,3.95,640.122,12.3512
252549844.00 ,3.0789699,317,6153,1.64,1.17,4.08,885.434,12.9106
233948455.00 ,1.4822451,128.67,5115,0.91,0.86,4.45,360.313,12.883
233795794.00 ,3.1493729,122.57,5766,0.96,1.033,4.49,544.531,13.1431
233831759.00 ,2.9708603,91.31,,,,,,11.171
173711153.00 ,3.1315583,88.26,5684,1.69,1.01,3.99,722.103,12.7295
173298412.00 ,2.4188647,317,7316,2.9,1.66,3.73,1284.85,12.0526
173176491.00 ,3.2337884,317,6065,1.64,1.13,4.06,749.393,12.6627
65981892.00 ,3.4898546,128.91,6083,1.2,1.14,4.34,588.794,12.7362
64938667.00 ,3.198462145,317,6133,1.707649946,1.16,4.04,924.04,13.1611
620780629.00 ,4.8893985,111.06,5639,1.62,1,4.02,763.466,12.8069
435861696.00 ,5.6902814,317,5400.1,0.86,,,,12
432761635.00 ,3.2131823,121.43,5688.6,1.3,1.01,4.22,773.542,13.2595
422881018.00 ,5.7456862,83.48,5867.3,1.19,1.06,4.31,736.788,13.1948
414922696.00 ,7.6460931,51.9,6065,1.49,1.13,4.15,484.093,11.8728
1980725947.00 ,2.970865945,317,6122,1.302690029,1.16,4.27,556.008,12.373
398912927.00 ,19.8875338,120.81,5856.2,1.57,1.06,4.07,318.244,10.8154
1979500576.00 ,2.6342729,25.06,,,,,272.628,12.2546
238624131.00 ,3.4945148,84.75,5699,1.2,1.01,4.29,332.852,11.6203
455784423.00 ,3.9365629,50.98,3689,0.61,0.600047,4.64,130.091,12.7882
189380158.00 ,1.9618085,110.39,6026,1.1,1.12,4.41,666.802,13.0942
429414530.00 ,2.6340964,17.3,5163.2,0.83,,,,11.963
186292194.00 ,3.2403602,110.07,6605.4,1.36,1.38,4.31,635.54,12.1665
429218084.00 ,2.5266409,317,7233,3.6,1.62,3.54,1246.16,12.2391
80478272.00 ,5.0859432,126.61,6360.4,1.48,,,364.172,11.224
428003305.00 ,1.804810636,317,5972,2.161959887,1.1,3.81,1013.06,12.7382
61205803.00 ,4.218662503,122.88,5425.9,1.006890059,0.95,4.41,440.089,12.7628
370981403.00 ,3.7330471,317,5579.5,,,,1178.63,12.9487
47094691.00 ,4.9258489,82.02,5263,1.15,0.9,4.27,425.321,12.5931
365447203.00 ,5.7208592,317,5856,1.13,1.06,4.36,577.097,13.201
200917197.00 ,1.220750986,317,8273,3.489160061,2.03,3.66,2005.29,12.1395
192878624.00 ,5.735865022,317,5668.6,,,,938.451,13.3405
186614891.00 ,4.085300074,317,5458,0.961053014,0.95,4.45,379.963,12.5822
453230066.00 ,1.5492212,37.45,8364,1.78,2.07,4.25,635.734,10.9469
445496795.00 ,1.831071689,89.32,7308,2.700299978,1.65,3.79,1204.71,12.1497
184733148.00 ,2.959416449,105.64,5585,1.125429988,0.99,4.33,541.244,12.851
445407434.00 ,2.179275079,317,5840,1.424649954,1.05,4.15,813.253,13.3858
149855074.00 ,3.1116107,28.82,,,,,355.329,12.3524
433144048.00 ,2.923341941,317,5858.5,2.404220104,1.06,3.7,1354.64,13.0449
139559780.00 ,3.2637419,117.68,6016.1,1.42,1.11,4.18,879.147,13.137
139507260.00 ,1.7556768,317,5670.5,1.19,,,726.26,13.321
415976665.00 ,1.527285087,73.01,6714.1,1.851719975,1.43,4.06,626.174,11.4822
116848450.00 ,3.479172122,317,6841,2.968290091,1.48,3.66,928.908,11.7419
410552165.00 ,4.600665036,317,5981,1.12116003,1.1,4.38,622.117,13.0006
396556650.00 ,2.277182,52.06,5622,1.12,1,4.34,500.459,12.7096
94609570.00 ,3.3325651,317,6229.9,1.5,,,535.52,12.1904
77258279.00 ,5.512403114,92.4,5587.5,1.175289989,0.99,4.29,613.169,13.1951
381544766.00 ,4.08958865,317,6191.8,,,,1136.97,12.328
71854732.00 ,3.100007645,317,8951,,,,,12.6532
374778982.00 ,2.388734435,117,5097,0.865700006,0.855,4.5,441.614,13.4977
67517533.00 ,3.949763548,317,6373,1.443379998,1.27,4.22,843.524,12.8235
370123525.00 ,2.641571159,100.45,,,,,,12.8309
65446983.00 ,9.9908116,126.76,7934,2.02,,,545.117,10.7043
354151219.00 ,3.5639033,67.87,6940.9,2.41,1.52,3.85,774.636,11.5917
348437470.00 ,3.2963391,121.14,5556,1.18,0.979,4.29,464.748,12.91
65440953.00 ,0.8746494,13.34,4977.4,0.81,0.823,4.54,244.03,12.4829
346626688.00 ,4.408519388,105.16,5961.2,1.298329949,1.092,4.25,319.031,11.4453
63717709.00 ,5.443977566,317,5717,1.419849992,1.02,4.14,740.924,13.0772
467580267.00 ,0.741087614,317,5921,2.726399899,1.08,3.6,647.3,11.2959
63470437.00 ,1.21275638,75.38,5958.7,1.51,,,807.206,13.4357
331854794.00 ,2.194776742,124.33,5601.5,1.052340031,0.99,4.39,477.19,12.8464
312345863.00 ,1.726743189,317,5972,1.412889957,1.1,4.18,749.29,12.9892
50943163.00 ,2.4254068,85.72,8290,2.51,2.04,3.95,812.606,11.2351
452964680.00 ,2.238866952,317,5615,1.291790009,0.99,4.21,653.952,13.2514
308613965.00 ,4.46287688,103.93,5854,1.360209942,1.06,4.2,727.282,13.128
34646336.00 ,5.957759999,101.75,5219,1.122490048,0.89,4.29,555.939,13.4326
302470965.00 ,1.933759416,81.51,4828.4,,,,,13.3318
458876004.00 ,3.6923071,130.18,8469,1.1,2.104,4.68,369.583,11.9814
34551972.00 ,4.854214803,317,7259.3,2.039439917,1.63,4.03,499.255,10.5873
285354178.00 ,5.966625314,99.12,5418,0.888433993,0.94,4.51,391.982,12.8397
311703724.00 ,1.705502011,317,6304,2.237370014,1.24,3.83,604.837,11.3584
285272237.00 ,4.640126922,74.94,5191,1.009359956,0.881,4.37,255.206,11.7524
28961316.00 ,3.3462671,100.72,5501,1.91,0.96,3.86,404.211,11.3186
264912889.00 ,1.369388298,317,7321.3,2.151439905,1.66,3.99,685.249,11.4374
28873762.00 ,3.105654,317,6241,1.44,1.21,4.2,887.137,13.3483
252118701.00 ,4.97727663,111.73,5785,1.207720041,1.04,4.29,651.558,13.2757
13533330.00 ,5.077806418,317,5262,1.243469954,0.901,4.2,255.803,11.2381
250803548.00 ,4.453505646,317,5854,,,,907.45,13.3901
245509452.00 ,3.246208009,116.87,6088,1.345479965,1.14,4.24,396.378,11.8433
241135327.00 ,2.413957976,317,6391,1.670750022,1.28,4.1,1043.15,13.1033
240989628.00 ,10.0753549,46.99,4798.6,0.97,0.775,4.36,219.829,11.9017
240959810.00 ,3.340556615,120.13,6702,1.302850008,1.422,4.36,607.498,12.6772
240864953.00 ,3.320715742,317,5218.2,,,,1182.39,13.3538
240823272.00 ,9.0881638,110.71,5211,0.8,0.887,4.58,176.436,11.419
470822809.00 ,2.5400911,22.02,4245,0.77,0.664,4.49,188.226,12.6639
203096531.00 ,0.604892501,317,6231,1.973449945,1.2,3.93,1431.98,13.3968
202872757.00 ,4.423155767,129.04,6120.1,1.864459991,1.16,3.96,866.835,12.4838
470783598.00 ,9.944016215,317,5252,1.365280032,0.898,4.12,350.16,11.7635
266425782.00 ,2.34672629,317,6121.8,1.780439973,1.16,4,741.97,12.488
266401846.00 ,3.042393101,317,7046,1.657680035,1.56,4.19,770.947,12.7775
417676091.00 ,4.418466579,104.36,6166,1.119989991,1.17,4.41,600.806,12.8166
266213232.00 ,4.260573916,317,5457,1.075899959,0.95,4.35,514.526,13.4313
385400633.00 ,2.28442844,77.06,4930.6,,,,,12.4434
260962960.00 ,3.889513651,317,6530,2.23706007,1.35,3.87,786.966,12.3653
367616146.00 ,1.394487949,317,5483.9,0.965058982,0.96,4.45,475.206,13.3088
259506033.00 ,1.902338682,103.63,5464.2,1.025920033,0.955,4.4,338.84,12.3824
252430813.00 ,4.370179518,317,6647.1,1.230669975,1.4,4.4,740.11,13.4223
366311757.00 ,4.9107194,317,6302,1.66,1.24,4.09,755.552,13.2097
251652214.00 ,7.273419662,113.6,5400,1.129480004,0.938,4.3,313.908,11.9786
356322454.00 ,3.250984611,89.39,,,,,,13.3033
174826170.00 ,2.4802272,317,6267,1.72,1.22,4.06,1137.19,13.3727
355008856.00 ,3.0108217,317,5983,1.89,1.1,3.93,1158.64,13.3125
354442783.00 ,1.52205,55.88,4654.3,0.8,,,360.509,13.4418
171160885.00 ,10.4401778,87.99,4571.1,0.89,0.722,4.4,224.513,12.5021
155867025.00 ,2.154747222,92.76,3538,0.508430004,0.506325,4.73,112.71,13.1751
354293303.00 ,2.471354282,317,6351.8,2.049819946,,,348.661,12.9238
155351556.00 ,6.0985856,317,4740,,,,197.528,12.3186
348099535.00 ,10.1182835,77.98,7253,1.82,1.63,4.13,505.231,11.5813
417942201.00 ,4.230596,100.73,6455.1,2.02,1.31,3.94,767.821,12.1578
150074121.00 ,1.222226502,117.78,6629.1,1.478160024,1.39,4.24,583.038,12.8297
347051112.00 ,4.737826533,317,6533,2.640880108,1.347,3.72,487.904,11.4343
143687316.00 ,3.541483661,71.41,5151,1.095319986,0.87,4.3,416.005,12.6975
346015394.00 ,1.078864924,117.99,4920,1.31,,,783.568,13.186
3027681.00 ,3.9442027,317,6518.1,1.22,1.34,4.39,787.446,13.3025
143642240.00 ,,120.45,6523,1.39,1.342,4.28,438.246,11.7012
339250695.00 ,4.7287783,81.08,5947,1.14,1.09,4.36,587.219,13.135
122695048.00 ,4.841688,317,5925.1,1.047420025,1.08,4.43,491.622,13.0789
339207847.00 ,13.39886341,109.53,6475,1.466369987,1.32,4.23,461.037,11.6439
116257066.00 ,6.5019596,317,13253,,,,1686.41,11.1843
322160664.00 ,8.174438215,317,5051.3,,,,,12.9676
417844678.00 ,2.540452863,317,4837,,,,960.168,13.1507
115457180.00 ,5.6619072,78.68,6294,1.37,,,300.021,11.0131
321894059.00 ,2.9594651,317,6633.2,2.35,1.39,3.84,1033.68,12.4096
321436679.00 ,2.12693805,317,6361.4,2.28237009,1.27,3.83,881.379,12.6396
105135774.00 ,2.140695418,317,4880.9,,,,,13.3835
317252733.00 ,3.352684333,86.07,6245,1.015759945,1.211,4.51,278.597,11.3032
98620619.00 ,2.208872157,317,6876,1.79471004,1.49,4.1,1280.39,13.3273
96074951.00 ,5.5609997,317,5863,1.58,1.06,4.07,324.005,11.4963
312689217.00 ,4.384750897,317,6806.6,1.755769968,1.47,4.12,715.956,12.1502
311441461.00 ,3.447155885,317,6083,1.678279996,1.14,4.05,962.115,13.1072
87597187.00 ,2.0449361,317,6247.6,1.22,,,,12.878
701926762.00 ,2.0449545,317,5086.8,0.97,,,452.15,13.1002
286696848.00 ,8.9279009,317,3916,0.67,0.641063,4.59,166.818,12.8814
87091417.00 ,2.1186344,39.89,3898,,,,,12.7508
86075481.00 ,3.901050866,317,6257,2.744950056,1.22,3.65,938.939,12.4084
666567477.00 ,1.6883103,45.07,4830,0.9,0.783,4.42,343.885,13.1464
284747017.00 ,1.8012697,10.44,4570,0.75,0.721,4.54,145.759,11.7603
647636934.00 ,1.550307169,317,7747,1.985679984,1.83,4.1,937.29,12.5715
82622707.00 ,2.375300929,317,6087,1.433169961,1.14,4.18,796.177,13.2064
284174392.00 ,1.8751894,128.73,5410,1.5,0.94,4.06,639.641,13.2474
468777766.00 ,12.4844641,54.49,3815,0.63,0.611615,4.63,156.504,12.9865
284173938.00 ,2.9157041,124.53,6400.6,1.2,1.28,4.39,613.765,12.8826
81597356.00 ,2.805877033,317,4879,,,,1310.21,12.8963
467783290.00 ,3.6502527,317,6630.3,1.95,1.39,4,884.571,12.4332
81593515.00 ,2.5312823,94.9,6170,2.98,1.18,3.56,812.367,11.8974
281196902.00 ,5.543814472,63.38,5354,1.076069951,0.926,4.34,322.356,12.079
67300566.00 ,4.423673189,106.98,6096,1.061630011,1.145,4.44,327.13,11.5552
445751830.00 ,3.439195425,104.29,3902,0.637223005,0.617459,4.62,181.139,13.1858
280254984.00 ,3.4177514,317,5868,1.52,1.06,4.1,477.787,12.5489
27244707.00 ,1.6882863,40.02,,,,,420.132,12.816
440186528.00 ,0.5318566,123.61,4852,,,,,13.0123
275703182.00 ,25.8944827,317,4375,0.74,0.684,4.53,215.482,12.8508
9833284.00 ,0.6843601,37.61,6779,2.17,1.45,3.93,476.182,10.6872
432114158.00 ,2.004266071,317,7284,1.814900041,1.64,4.14,855.352,12.5159
275702126.00 ,6.571853382,317,4773,1.893370032,,,502.731,12.5944
432078760.00 ,3.147953197,317,7298,1.639430046,1.65,4.23,620.461,11.7734
9830791.00 ,3.5414573,46.94,5244,0.99,0.896,4.4,451.666,13.1021
274545328.00 ,2.391269023,317,5382,2.09890008,0.93,3.76,760.803,13.4784
268172361.00 ,2.180315367,317,7166,1.993299961,1.6,4.04,1309.84,12.9859
428251130.00 ,10.3380912,127.66,6650,1.7,1.4,4.12,276.632,10.5375
8621049.00 ,0.9183768,46.66,5176,0.9,0.877,4.47,462.312,13.4706
3364732.00 ,3.62406826,317,6717.3,1.39526999,1.43,4.3,810.882,13.1454
426319499.00 ,4.168914453,42.31,5119,0.874118984,0.861,4.49,309.143,12.6409
266772500.00 ,2.950809747,317,5823.8,1.707440019,1.049,3.99,683.852,12.5517
704012376.00 ,1.5970752,317,,,,,609.487,13.3678
68850908.00 ,5.3868381,317,5915,1.13,1.08,4.37,696.257,13.1657
68388114.00 ,1.3312309,105.89,5247.2,0.66,,,,12.9076
802227190.00 ,2.3365744,66.49,6545,1.41,1.35,4.27,1028.89,13.1961
53307409.00 ,5.608988581,60.81,5353.3,0.927390993,0.93,4.47,429.268,13.0221
742648307.00 ,1.61805776,24.19,,,,,366.254,13.4167
468832904.00 ,1.400533999,317,5765,1.060590029,1.03,4.4,610.587,13.4718
470974162.00 ,3.2583798,32.93,4992.1,0.9,0.827,4.44,270.518,12.3794
396813816.00 ,10.3918699,112.98,6683,1.69,1.41,4.13,707.148,12.0149
459755750.00 ,6.1080224,110.83,6204,1.48,1.19,4.17,854.987,12.8426
339503267.00 ,4.939979774,317,5646,3.021869898,1,3.48,1702.46,13.2906
458419328.00 ,4.6747218,20.04,3502,0.5,0.496104,4.74,79.7634,12.4963
321250206.00 ,2.1040634,317,5973.3,1.54,1.1,4.1,632.756,12.3433
457104362.00 ,4.816316211,317,5290,1.174299955,0.91,4.26,620.413,13.398
312811620.00 ,3.0923729,317,6510.2,1.76,1.34,4.07,516.643,11.3321
453410966.00 ,4.120003998,84.16,5497.6,0.902841985,0.96,4.51,475.616,13.1351
29117085.00 ,13.247777,94.74,5373.8,0.89,0.931,4.51,188.294,11.2119
400432230.00 ,3.1833919,124.77,6405,1.39,1.31,4.27,476.831,11.5787
453348525.00 ,0.7729066,34.64,6125,1.19,1.16,4.35,640.574,12.7859
29105766.00 ,3.25513153,317,6433,1.33299005,1.3,4.3,930.864,13.1701
416539317.00 ,2.2019606,15.07,6269,1.35,1.22,4.26,645.718,12.4091
253030300.00 ,2.8300213,34.25,6205,1.01,1.19,4.51,439.841,12.2361
393251073.00 ,14.9857436,65.34,5279,0.86,0.906,4.52,216.16,11.6387
252912175.00 ,17.6229161,88.4,5973.8,1.21,1.1,4.31,400.069,11.7983
22683951.00 ,2.679743564,88.47,5573,1.075520039,0.98,4.37,488.429,12.7739
373614579.00 ,8.206486661,317,5236.1,0.824568987,0.89,4.55,328.06,12.7085
21291176.00 ,1.6667559,28.12,7189.4,1.4,1.61,4.35,598.894,11.7248
373612558.00 ,5.86779214,109.56,5565.6,1.043329954,0.98,4.39,488.069,12.9395
190250689.00 ,1.4658218,110.91,5586,1.36,0.99,4.17,550.393,12.5548
353498819.00 ,2.5492773,115.77,6862.4,2.07,1.49,3.98,1039.33,12.1957
312991501.00 ,3.290568324,317,5689,1.062029958,1.01,4.39,601.602,13.1225
189852832.00 ,3.8960447,100.3,5295,1.02,0.91,4.38,406.497,12.7251
16076354.00 ,2.9859012,128.99,6709.5,1.94,1.43,4.02,806.325,11.9181
289661991.00 ,2.8989758,73.04,5908,1.47,1.07,4.13,421.745,11.5817
138497780.00 ,3.675481529,317,6305,1.490210056,1.24,4.18,595.137,12.2337
252876117.00 ,3.6346303,121.46,5058,0.85,0.84,4.51,359.948,13.0456
239136269.00 ,1.059099364,80.26,9332,1.428480029,2.37,4.5,1696.26,13.286
138475192.00 ,2.9594596,46.61,5560,1.19,0.98,4.28,294.652,11.4102
239134248.00 ,3.885000051,109.85,5382.2,0.893149972,0.934,4.51,339.069,12.4679
4605846.00 ,3.717839342,121.63,6268,1.23585999,1.22,4.34,940.296,13.4461
155873992.00 ,4.951310624,112.1,5914,1.436249971,1.08,4.16,595.141,12.4988
149995163.00 ,4.8709815,317,5908,1.87,1.07,3.92,790.338,12.3972
102848207.00 ,1.0358225,73.46,6180,1.14,1.18,4.4,868.355,13.4768
99572130.00 ,4.850481859,317,6313,2.058990002,1.24,3.9,1386.95,13.147
99097200.00 ,3.237150136,317,5800.1,1.353019953,1.04,4.19,814.386,13.2237
95660472.00 ,3.2443051,105.07,5999,1.56,1.11,4.1,558.141,11.9824
95234976.00 ,5.4290881,317,6403,1.87,1.29,4.01,629.284,11.5562
88485645.00 ,2.597255074,317,7054,2.107530117,1.56,3.98,1555.25,13.0367
88385463.00 ,3.123517902,118.8,5376,1.044469953,0.93,4.37,359.079,12.3381
81212289.00 ,0.6848358,18.34,6385.1,1.1,1.28,4.47,353.355,11.4534
71134735.00 ,2.337484532,58.38,6666.8,1.33,,,896.974,13.041
39077574.00 ,7.1404043,79.11,5886.6,1.11,1.07,4.38,715.593,13.2971
9346507.00 ,4.9807125,317,5545.7,1.04,0.98,4.39,470.353,12.6865
8677530.00 ,2.91463,84.51,5484.8,0.99,,,335.744,12.033
841226526.00 ,19.5105608,76.31,,,,,341.6,11.227
801354155.00 ,2.9150294,112.14,5385,1.08,0.93,4.33,397.985,12.3722
445807396.00 ,3.2493152,76.34,5371.2,1.04,0.93,4.37,563.928,13.239
393853275.00 ,1.7088305,89.42,5253.2,,,,,13.1894
356736743.00 ,24.0819851,65.29,5952,1.05,1.09,4.43,505.207,12.6635
356539624.00 ,0.4399856,317,4423,1.1,0.69,4.19,412.034,13.3585
355953198.00 ,3.3952015,78.7,5673.6,,,,627.829,13.2742
330795142.00 ,1.3460633,317,5788.7,1.09,1.04,4.38,504.711,12.5984
900240532.00 ,2.5733766,317,,,,,916.981,12.9621
308073360.00 ,11.8886495,85.52,5773.9,1.21,1.03,4.28,311.705,11.366
307915084.00 ,0.8275646,53.67,6203.3,1.32,,,,12.7477
298074043.00 ,3.0193545,317,6341,1.42,1.26,4.23,872.986,12.8957
287231664.00 ,3.6217624,73.69,5788,1.28,1.04,4.24,765.939,13.1697
252474634.00 ,4.1124956,104.32,6145,1.643640041,1.17,4.07,1059.16,13.0933
165985431.00 ,3.6566206,121.14,4489.2,0.91,0.7,4.37,253.701,12.6496
841226527.00 ,19.5112506,72.49,,,,,345.366,11.4794
165885558.00 ,0.896271,126.04,5726,1.22,1.02,4.27,655.503,12.9959
156816238.00 ,2.1461672,317,6046,1.41,1.12,4.19,749.892,12.7553
149918151.00 ,1.540776,117.71,4234,0.77,0.662,4.49,213.771,12.9178
149917086.00 ,11.0783748,74.51,5623,1.06,1,4.39,387.635,12.228
147994863.00 ,15.9544918,69.84,4798,0.82,0.78,4.51,362.075,13.3104
147890655.00 ,1.2220437,317,5196,1,0.88,4.38,489.128,13.2705
143008050.00 ,14.4832964,114.58,6039,1.02,1.12,4.47,474.448,12.4645
142739544.00 ,3.383466,19.82,5838,1.23,1.05,4.28,298.349,11.1774
142635225.00 ,16.1020097,127.56,6010,0.92,1.11,4.56,578.344,13.191
142618165.00 ,5.6922342,19.07,5648,1.12,1,4.34,396.697,12.1726
142562395.00 ,3.2693612,71.81,5814,0.93,1.05,4.52,559.867,13.2278
126325149.00 ,3.4952497,106.56,4304.8,0.9,0.67,4.36,321.733,13.4791
125552076.00 ,2.0436029,117.53,5568,1.13,0.98,4.32,314.443,11.655
105379013.00 ,3.2956376,105.27,4646.6,0.86,0.74,4.44,330.706,13.167
86273567.00 ,16.5968329,21.09,6329,1.16,1.25,4.41,312.302,11.1971
1122079.00 ,1.8460997,317,6123.9,1.48,1.16,4.16,784.669,12.7134
416542079.00 ,3.0012386,317,6331,1.21,1.25,4.37,926.538,13.3887
396950329.00 ,1.7763987,82.42,4899.3,0.84,0.802,4.5,256.022,12.3903
141205978.00 ,1.5574603,31.7,5564.4,0.93,0.92,4.46,249.02,11.7201
383531543.00 ,10.9543562,61.07,5542.4,0.96,0.98,4.46,450.577,12.8385
1001477809.00 ,7.6605425,47.91,,,,,673.984,13.0949
376688393.00 ,3.011593,57.43,5542.1,,,,405.395,12.5759
376632626.00 ,2.1371195,115.69,5570,1.03,0.98,4.41,587.858,13.2252
320208949.00 ,5.7310859,96.21,5552.1,1.07,0.98,4.37,488.695,12.7251
310994622.00 ,18.565813,47.84,4671,0.79,0.744,4.51,215.045,12.3572
253044312.00 ,11.2005651,317,5682.2,1.63,1.01,4.02,539.007,12.0089
165989915.00 ,2.6292572,54.2,5933,1.35,1.08,4.21,642.727,12.565
165468291.00 ,4.754432,90.56,5491.7,0.94,0.96,4.47,353.347,12.3591
165431806.00 ,4.4100654,50.09,5726,0.99,1.02,4.46,409.36,12.3882
154126149.00 ,3.8951475,317,6071,1.48,1.13,4.15,749.176,12.6262
154105890.00 ,5.5822739,93.21,5997,1.25,1.11,4.29,756.221,13.0635
153978165.00 ,6.0835972,98.96,5579,1.22,0.98,4.25,404.598,12.0165
150388393.00 ,6.5846694,317,5852,0.97,1.06,4.49,493.754,12.76
144310492.00 ,4.1225477,99.04,5662.2,1.55,1.01,4.06,493.77,11.9123
141275395.00 ,0.8377576,36.55,6322.5,1.6,1.25,4.13,482.566,11.3616
139086171.00 ,4.8104679,16.5,5332.3,0.92,0.92,4.47,200.724,11.3093
138973825.00 ,2.1614819,50.36,4501,0.87,0.707,4.41,300.232,13.0673
136998882.00 ,3.3401814,51.27,5508.5,1.14,0.97,4.31,384.153,12.131
101643582.00 ,2.071333,33.26,6004,1.44,1.11,4.17,509.299,11.8825
99330090.00 ,7.0080817,115.83,6307,1.06,1.24,4.48,295.431,11.1693
86263325.00 ,4.5445569,28.33,3192,0.3,0.2802,4.92,43.1448,12.9113
55748194.00 ,2.5227786,93.26,5268.7,0.78,,,,12.293
48220826.00 ,3.021542847,121.89,5622.1,,,,,13.4971
21549805.00 ,4.2441117,128.26,6034,1.57,1.12,4.1,823.577,12.7279
18067025.00 ,5.3298577,48.95,4773,0.8,0.77,4.52,318.317,13.0874
950525831.00 ,2.5228506,108.9,5294,0.84,0.91,4.56,301.63,12.4244
18017227.00 ,0.6203033,47.27,6294,1.78,1.23,4.03,695.137,11.9245
459215281.00 ,2.7694074,9.46,5269.6,0.94,0.9,4.44,331.96,12.387
3896759.00 ,4.5808535,104.34,5528.7,1.14,0.97,4.31,366.405,11.9956
458424950.00 ,9.0576962,17.05,4485,0.72,0.704,4.57,222.228,12.852
165464482.00 ,4.3345378,317,6314.8,1.43,1.21,4.21,417.365,11.323
3808740.00 ,6.6713748,67.24,5614.5,1.11,0.99,4.35,525.225,12.7533
445837596.00 ,4.3773113,9.11,5127,0.75,0.86,4.63,181.653,11.6832
154181821.00 ,7.6607094,23.19,5911.7,1.19,,,405.176,11.9937
450337675.00 ,8.6789911,86.38,5693.8,1.12,1.01,4.35,733.953,13.4312
441697509.00 ,5.2077671,7.61,5522.5,0.92,0.97,4.5,194.548,11.0866
366755319.00 ,14.7802661,60.66,5659,1.09,,,364.747,11.9689
357373216.00 ,9.546972,104.07,5834,0.91,1.05,4.54,593.676,13.3215
310094771.00 ,2.9406027,82.78,5464.2,0.97,0.96,4.44,580.009,13.3819
288434231.00 ,14.8496574,64.11,5296.6,0.96,0.91,4.43,545.646,13.403
233462817.00 ,10.1614815,45.98,6297,1.24,1.23,4.34,379.347,11.3815
180672438.00 ,5.3599361,88.28,5933,1.04,1.08,4.43,609.296,13.0187
180607846.00 ,0.6451059,37.48,5436.3,0.88,0.95,4.52,387.358,12.773
165723070.00 ,1.7213564,79.75,5072,0.95,0.85,4.42,381.744,12.8532
165412561.00 ,1.468174355,317,5433,1.101220012,0.95,4.33,267.999,11.4582
161003569.00 ,3.5115357,109.63,5490.8,1.35,0.96,4.16,511.363,12.3758
